ID;lat;long;altitude;median_water_depth;name;description;aquifer_name;confinement
AA27L4;34.452033;-77.615114;19.5169536;10.680192;Topsail Fire Tower;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA27L4/;Peedee (Kpd);Confined
AA32R1;34.44595;-78.03817;5.2294536;2.340864;Long Creek;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA32R1/;Surficial (S);Unconfined
AA32R2;34.44595;-78.03817;6.0005976;-0.207264;Long Creek;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA32R2/;Black Creek (Kbc);Confined
AA32R3;34.44595;-78.03817;4.8393096;2.822448;Long Creek;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA32R3/;Peedee (Kpd);Confined
AA32R4;34.44595;-78.03817;5.1105816;-0.51816;Long Creek;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA32R4/;Upper Black Creek (Kubc);Confined
AA35N1;34.455982;-78.307832;7.7227176;1.970532;Kelly;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA35N1/;Surficial;Unconfined
AA35N2;34.455982;-78.307832;7.5794616;-11.55192;Kelly;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA35N2/;Lower Cape Fear;Confined
AA35N3;34.455982;-78.307832;8.8504776;2.286;Kelly;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA35N3/;Peedee;Confined
AA35N4;34.455982;-78.307832;8.2317336;2.157984;Kelly;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA35N4/;Surficial;Unconfined
AA35N5;34.455982;-78.307832;8.1555336;-0.765048;Kelly;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA35N5/;Black Creek (Kbc);Confined
AA35N6;34.455982;-78.307832;8.2317336;-1.170432;Kelly;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA35N6/;Upper Cape Fear (Kucf);Confined
AA39V1;34.418763;-78.602503;31.947612;6.163056;Carver Moore;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA39V1/;Surficial;Unconfined
AA39V2;34.418763;-78.602503;31.892748;14.67612;Carver Moore;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA39V2/;Upper Cape Fear;Confined
AA39V3;34.418763;-78.602503;31.926276;12.673584;Carver Moore;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA39V3/;Black Creek;Confined
AA39V4;34.418763;-78.602503;31.990284;11.152632;Carver Moore;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA39V4/;Upper Black Creek;Confined
AA43Q1;34.439458;-78.971663;24.36876;18.193512;Boardman;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/AA43Q1/;Upper Cape Fear;Confined
B10K1;36.536716;-76.17539;1.743456;3.255264;Shingle Landing;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/B10K1/;Beaufort (Tb);Confined
B10K2;36.536716;-76.17539;1.743456;0.722376;Shingle Landing;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/B10K2/;Surficial (S);Unconfined
B10R1;36.523704;-76.206839;3.8179248;5.335524;Moyock;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/B10R1/;Upper Cape Fear;Confined
B20U5;36.507222;-77.005833;20.0869296;23.887176;Como;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/B20U5/;Upper Cape Fear;Confined
B20U6;36.507222;-77.005833;20.7209136;42.028872;Como;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/B20U6/;Lower Cape Fear;Confined
B20U7;36.507222;-77.005833;21.1567776;42.044112;Como;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/B20U7/;Lower Cape Fear;Confined
B20U8;36.507222;-77.005833;21.4036656;4.453128;Como;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/B20U8/;Surficial;Unconfined
B39X1;36.50738;-78.64017;116.9084784;6.84276;Wallace Vaughan;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/B39X1/;Bedrock;Unconfined
BB28J2;34.399976;-77.67817;18.1057296;12.441936;Topsail Beach;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/BB28J2/;Peedee;Confined
BB28J3;34.399976;-77.67817;18.0417216;10.869168;Topsail Beach;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/BB28J3/;Black Creek;Confined
BB28J4;34.399976;-77.67817;18.0478176;7.546848;Topsail Beach;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/BB28J4/;Castle Hayne;Confined
BB28J5;34.399976;-77.67817;18.0508656;2.307336;Topsail Beach;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/BB28J5/;Surficial;Unconfined
BB45M2;34.373223;-79.127359;27.5999448;13.941552;Marietta;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/BB45M2/;Upper Cape Fear;Confined
BB45M3;34.373223;-79.127359;27.6700488;8.119872;Marietta;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/BB45M3/;Black Creek;Confined
BB45M4;34.373223;-79.127359;27.5237448;6.807708;Marietta;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/BB45M4/;Black Creek;Confined
BB45M5;34.373223;-79.127359;27.6212808;3.514344;Marietta;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/BB45M5/;Peedee;Confined
BB45M6;34.373223;-79.127359;27.5603208;2.097024;Marietta;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/BB45M6/;Surficial;Unconfined
C12W2;36.431549;-76.375628;3.4357056;1.453896;Morgans Corner;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C12W2/;Yorktown;Confined
C12W4;36.431549;-76.375628;3.4143696;6.373368;Morgans Corner;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C12W4/;Castle Hayne;Confined
C12W5;36.431549;-76.375628;3.3229296;24.594312;Morgans Corner;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C12W5/;Lower Cape Fear;Confined
C12W6;36.431549;-76.375628;3.3991296;7.8486;Morgans Corner;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C12W6/;Upper Cape Fear;Confined
C16S1;36.4406;-76.6997;10.0584;15.663672;Merchants Millpond State Park;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C16S1/;Upper Cape Fear;Confined
C16S2;36.4406;-76.6997;10.0584;10.213848;Merchants Millpond State Park;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C16S2/;Beaufort;Confined
C16S3;36.4406;-76.6997;10.0584;10.247376;Merchants Millpond State Park;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C16S3/;Castle Hayne;Confined
C16S4;36.4406;-76.6997;10.0584;5.519928;Merchants Millpond State Park;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C16S4/;Yorktown;Confined
C16S5;36.4406;-76.6997;10.0584;3.755136;Merchants Millpond State Park;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C16S5/;Surficial;Unconfined
C16S6;36.440501;-76.699652;10.0584;31.741872;Merchants Millpond State Park;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C16S6/;Lower Cape Fear;Confined
C23Y1;36.42726;-77.31878;32.8595736;3.67284;Northampton East High School;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C23Y1/;Surficial;Unconfined
C26N2;36.45535;-77.56018;39.624;4.453128;Garysburg Well 2;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C26N2/;Surficial;Unconfined
C30P1;36.433399;-77.91389;119.0664624;4.483608;Littleton;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C30P1/;Bedrock;Unconfined
C31Y1;36.42048;-77.9992;107.3926224;4.212336;Vaughan Elementary School;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C31Y1/;Bedrock;Unconfined
C33Y1;36.43298;-78.1661;133.4710056;5.462016;Warren County High School;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C33Y1/;Saprolite;Unconfined
C34L1;36.45644;-78.18521;127.2954528;6.227064;Northside Elementary;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C34L1/;Basement rock;Unconfined
C71U1;36.416674;-81.258856;858.7368144;9.201912;Laurel Springs;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/C71U1/;Bedrock;Unconfined
CC29L1;34.289688;-77.767845;8.205216;7.545324;Eagle Point;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC29L1/;Castle Hayne;Confined
CC29L2;34.289688;-77.767845;8.16864;9.640824;Eagle Point;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC29L2/;Peedee;Confined
CC29L3;34.289688;-77.767845;8.025384;2.054352;Eagle Point;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC29L3/;Surficial;Unconfined
CC29L4;34.289688;-77.767845;7.888224;9.674352;Eagle Point;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC29L4/;Peedee;Confined
CC30E1;34.3306;-77.90123;7.5428856;2.602992;Northern Regional Park;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC30E1/;Surficial (S);Unconfined
CC30E2;34.3306;-77.90123;7.5459336;3.745992;Northern Regional Park;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC30E2/;Peedee (Kpd);Confined
CC30E3;34.3306;-77.90123;7.3813416;2.551176;Northern Regional Park;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC30E3/;Peedee (Kpd);Confined
CC31U1;34.26499;-77.92259;6.711696;2.69748;New Hanover Correctional Institute;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC31U1/;Surficial;Unconfined
CC33O2;34.289277;-78.156671;18.080736;4.559808;Maco;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC33O2/;Peedee;Confined
CC33O5;34.289277;-78.156671;17.772888;0.920496;Maco;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC33O5/;Surficial;Unconfined
CC38B10;34.33;-78.53;19.467576;5.772912;Lake Waccamaw;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC38B10/;Peedee;Confined
CC38B5;34.325959;-78.529773;19.02714;0.82296;Lake Waccamaw;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC38B5/;Surficial;Unconfined
CC38B6;34.325959;-78.529773;19.374612;5.305044;Lake Waccamaw;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC38B6/;Peedee;Confined
CC38B7;34.325959;-78.529773;20.203668;-0.408432;Lake Waccamaw;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC38B7/;Lower Cape Fear;Confined
CC38B8;34.325959;-78.529773;19.40814;5.763768;Lake Waccamaw;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC38B8/;Black Creek;Confined
CC38B9;34.325959;-78.529773;19.395948;5.370576;Lake Waccamaw;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/CC38B9/;Upper Cape Fear;Confined
D11V5;36.347527;-76.277474;1.9519392;2.036064;N.C. Forestry HQ;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/D11V5/;Yorktown;Confined
D20U1;36.345265;-77.002514;15.9736536;28.517088;NC Power;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/D20U1/;Lower Cape Fear;Confined
D52L1;36.375486;-79.685453;214.752936;6.944868;Upper Piedmont RS;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/D52L1/;Basement saprolite;Unconfined
D61X1;36.343972;-80.467563;408.136344;13.322808;Pilot Mtn. Well #2;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/D61X1/;Bedrock;Unconfined
D72Y1;36.333751;-81.415068;868.8348384;1.389888;Beaver Creek;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/D72Y1/;Bedrock;Unconfined
D7F1;36.3954;-75.9998;1.8288;1.072896;Maple;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/D7F1/;Surficial (S);Unconfined
D7F2;36.3954;-75.9998;1.8288;17.224248;Maple;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/D7F2/;Yorktown (Ty);Confined
D7F3;36.3954;-75.9998;1.8288;6.9342;Maple;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/D7F3/;Castle Hayne (Tch);Confined
DD42N1;34.210698;-78.896111;32.6251824;2.417064;Clarendon;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/DD42N1/;Surficial;Unconfined
DD42N2;34.210698;-78.896111;32.723328;13.264896;Clarendon;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/DD42N2/;Lower Cape Fear;Confined
DD42N3;34.210698;-78.896111;32.3996304;28.715208;Clarendon;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/DD42N3/;Upper Cape Fear;Confined
DD42N4;34.210698;-78.896111;32.3935344;20.884896;Clarendon;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/DD42N4/;Black Creek;Confined
E10U4;36.250825;-76.177299;2.2094952;2.218944;Elizabeth City (USCGS);https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E10U4/;Yorktown;Confined
E10U5;36.250825;-76.177299;2.2795992;2.551176;Elizabeth City (USCGS);https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E10U5/;Yorktown;Confined
E13M1;36.295645;-76.463015;4.898136;2.185416;Four Mile Desert;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E13M1/;Yorktown;Confined
E13M2;36.295645;-76.463015;4.742688;23.737824;Four Mile Desert;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E13M2/;Lower Cape Fear;Confined
E13M3;36.295645;-76.463015;4.620768;16.258032;Four Mile Desert;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E13M3/;Castle Hayne;Confined
E21S1;36.267494;-77.105959;17.4153576;5.180076;St. John;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E21S1/;Surficial;Unconfined
E25L1;36.29416;-77.4454;16.6948104;21.997416;Caledonia Prison Farm;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E25L1/;Lower Cape Fear;Confined
E25L2;36.29404;-77.44537;16.6490904;6.455664;Caledonia Prison Farm;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E25L2/;Upper Cape Fear;Confined
E25L3;36.29408;-77.44532;16.6734744;5.83692;Caledonia Prison Farm;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E25L3/;Surficial;Unconfined
E38F1;36.30473;-78.5829;131.6373288;1.994916;Oxford;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E38F1/;Bedrock;Unconfined
E61C1;36.33285;-80.46027;316.6564152;19.223736;Grassy Ridge Well;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E61C1/;Bedrock;Unconfined
E62U1;36.255882;-80.505147;252.8550696;8.327136;Ivy Bluffs Well;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E62U1/;Basement rock (Br);Unconfined
E76Q1;36.27913;-81.7178;1237.739155;19.238976;Tater Hill;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E76Q1/;Bedrock;Unconfined
E76Q2;36.27959;-81.71772;1237.888507;8.990076;Tater Hill;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E76Q2/;Saprolite;Unconfined
E76Q3;36.279506;-81.717645;1237.760491;19.6596;Tater Hill;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/E76Q3/;Basement rock (Br);Unconfined
EE30M1;34.123109;-77.871875;1.6087344;1.283208;Myrtle Grove;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE30M1/;Surficial (S);Unconfined
EE30M2;34.123109;-77.871875;1.7794224;3.343656;Myrtle Grove;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE30M2/;Peedee (Kpd);Confined
EE30M3;34.123109;-77.871875;1.7215104;2.96418;Myrtle Grove;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE30M3/;Peedee (Kpd);Confined
EE30P1;34.113155;-77.91664;5.3550312;5.7912;Presidio;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE30P1/;Peedee (Kpd);Confined
EE30P2;34.113155;-77.91664;5.4251352;1.136904;Presidio;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE30P2/;Surficial (S);Unconfined
EE30P3;34.113155;-77.91664;5.3550312;5.769864;Presidio;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE30P3/;Peedee (Kpd);Confined
EE36K2;34.128756;-78.338547;18.391632;-7.732776;Bear Pen;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE36K2/;Lower Cape Fear;Confined
EE36K3;34.128756;-78.338547;18.574512;2.173224;Bear Pen;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE36K3/;Peedee;Confined
EE36K5;34.128756;-78.338547;18.7452;11.119104;Bear Pen;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE36K5/;Upper Cape Fear;Confined
EE36K6;34.128756;-78.338547;18.370296;2.465832;Bear Pen;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE36K6/;Peedee;Confined
EE36K8;34.128756;-78.338547;18.611088;1.473708;Bear Pen;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE36K8/;Peedee;Confined
EE39O1;34.125932;-78.663792;16.1287968;-8.272272;Nakina;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE39O1/;Lower Cape Fear (Klcf);Confined
EE39O2;34.125932;-78.663792;16.4335968;0.780288;Nakina;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE39O2/;Surficial (S);Unconfined
EE39O3;34.125932;-78.663792;16.8328848;11.789664;Nakina;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE39O3/;Black Creek (Kbc);Confined
EE39O4;34.125932;-78.663792;17.6262792;12.978384;Nakina;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE39O4/;Peedee;Confined
EE39O5;34.13;-78.66;17.70888;12.530328;Nakina;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE39O5/;Upper Cape Fear;Confined
EE39O6;34.125932;-78.663792;17.6476152;12.883896;Nakina;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/EE39O6/;Peedee;Confined
F10K3;36.205757;-76.166895;0.9933432;0.83058;Weeksville Elementary;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F10K3/;Surficial;Unconfined
F10K4;36.205757;-76.166895;1.0786872;0.92964;Weeksville Elementary;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F10K4/;Yorktown;Confined
F13W1;36.169167;-76.451667;3.7152072;6.266688;Perquimans;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F13W1/;Castle Hayne;Confined
F19V2;36.16752;-76.938703;19.9726296;5.109972;Cremo;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F19V2/;Yorktown;Confined
F19V3;36.16752;-76.938703;20.0945496;12.406884;Cremo;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F19V3/;Upper Cape Fear;Confined
F19V4;36.16752;-76.938703;20.0488296;38.654736;Cremo;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F19V4/;Lower Cretaceous;Confined
F19V5;36.16752;-76.938703;19.9634856;32.33928;Cremo;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F19V5/;Lower Cape Fear;Confined
F19V6;36.16752;-76.938703;19.9330056;14.130528;Cremo;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F19V6/;Upper Cape Fear;Confined
F22B1;36.238763;-77.18695;22.2507048;40.556688;Roxobel;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F22B1/;Upper Cape Fear;Confined
F22B2;36.238763;-77.18695;22.1318328;40.535352;Roxobel;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F22B2/;Lower Cape Fear;Confined
F22B3;36.238763;-77.18695;22.2571056;1.237488;Roxobel;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F22B3/;Surficial;Unconfined
F22B5;36.238763;-77.18695;21.9474288;44.168568;Roxobel;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F22B5/;Lower Cretaceous;Confined
F22B7;36.238763;-77.18695;22.1961456;1.712976;Roxobel;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F22B7/;Surficial;Unconfined
F43X1;36.174154;-78.977019;169.0884096;4.748784;Caldwell;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F43X1/;Bedrock;Unconfined
F62J1;36.22421;-80.50564;309.9331368;9.72312;East Bend VFD;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/F62J1/;Bedrock;Unconfined
FF32Y1;34.014423;-78.083039;15.069312;1.453896;Boiling Springs RS 2;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/FF32Y1/;Peedee;Confined
FF32Y2;34.014423;-78.083039;15.14856;1.578864;Boiling Springs RS 2;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/FF32Y2/;Surficial;Unconfined
FF33D1;34.071389;-78.144796;11.8594632;1.146048;Bolivia;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/FF33D1/;Surficial;Unconfined
FF33S1;34.024918;-78.101785;15.913608;1.799844;Boiling Springs RS 1;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/FF33S1/;Surficial;Unconfined
FF34F1;34.053929;-78.236684;13.9442952;3.296412;Clemmons Trail;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/FF34F1/;Peedee;Confined
FF38J8;34.06;-78.51;20.20824;2.874264;Waccamaw School;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/FF38J8/;Surficial;Unconfined
FF38X5;34.00168;-78.558532;13.1411472;2.023872;Long Wood;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/FF38X5/;Surficial;Unconfined
G15E1;36.165368;-76.650354;11.564112;8.333232;DF Walker Elementary School;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/G15E1/;Beaufort (Tb);Confined
G15E2;36.165368;-76.650354;11.564112;8.037576;DF Walker Elementary School;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/G15E2/;Yorktown (Ty);Confined
G15E3;36.165368;-76.650354;11.564112;1.4478;DF Walker Elementary School;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/G15E3/;Surficial (S);Unconfined
G4X1;36.099542;-75.725501;1.749552;2.04216;Kitty Hawk North;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/G4X1/;Yorktown;Confined
G50W2;36.088262;-79.547915;197.4729096;8.0772;Gibsonville;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/G50W2/;Bedrock;Unconfined
G69J1;36.137777;-81.099093;347.1723816;3.346704;Wilkesboro;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/G69J1/;Bedrock;Unconfined
G9C3;36.150033;-76.132485;0.7205472;0.768096;Big Flatty Creek;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/G9C3/;Surficial;Unconfined
G9C4;36.150033;-76.132485;0.7449312;5.367528;Big Flatty Creek;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/G9C4/;Castle Hayne;Confined
G9C6;36.150033;-76.132485;0.6931152;0.740664;Big Flatty Creek;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/G9C6/;Surficial;Unconfined
GG31J1;33.972439;-77.918429;1.7971008;0.755904;Fort Fisher;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG31J1/;Surficial;Unconfined
GG32T4;33.941987;-78.009783;8.2073496;6.790944;Southport RS 4;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG32T4/;Peedee;Confined
GG32T5;33.941987;-78.009783;8.2805016;6.501384;Southport RS 4;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG32T5/;Castle Hayne;Confined
GG32T6;33.941987;-78.009783;8.1951576;1.563624;Southport RS 4;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG32T6/;Surficial;Unconfined
GG34S2;33.94;-78.2;9.473184;-18.208752;Sunset Harbor North;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG34S2/;Lower Cape Fear;Confined
GG34S3;33.94;-78.2;10.491216;2.45364;Sunset Harbor North;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG34S3/;Black Creek;Confined
GG34S4;33.94;-78.2;10.570464;5.236464;Sunset Harbor North;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG34S4/;Peedee;Confined
GG34S5;33.94;-78.2;10.725912;2.889504;Sunset Harbor North;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG34S5/;Peedee;Confined
GG34S6;33.94;-78.2;11.158728;3.422904;Sunset Harbor North;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG34S6/;Peedee;Confined
GG34S7;33.94;-78.2;10.283952;2.19456;Sunset Harbor North;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG34S7/;Surficial;Unconfined
GG35R3;33.95;-78.29;11.975592;1.4478;Stanbury;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG35R3/;Surficial;Unconfined
GG37B4;33.99;-78.44;20.945856;3.654552;Shallotte;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG37B4/;Peedee;Confined
GG37B5;33.99;-78.44;20.842224;3.445764;Shallotte;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/GG37B5/;Peedee;Confined
H20T1;36.03293;-77.01276;12.98448;32.269176;Windsor;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H20T1/;Lower Cretaceous;Confined
H20T2;36.03293;-77.01276;12.99972;23.68296;Windsor;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H20T2/;Lower Cape Fear;Confined
H20T3;36.03293;-77.01276;12.920472;13.115544;Windsor;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H20T3/;Upper Cape Fear;Confined
H20T4;36.03293;-77.01276;13.072872;13.5636;Windsor;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H20T4/;Upper Cape Fear;Confined
H20T6;36.03293;-77.01276;13.261848;1.891284;Windsor;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H20T6/;Beaufort;Confined
H20T7;36.03293;-77.01276;13.4224776;1.339596;Windsor;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H20T7/;Surficial;Unconfined
H20T8;36.03293;-77.01276;13.542264;1.46304;Windsor;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H20T8/;Surficial;Unconfined
H20T9;36.03293;-77.01276;13.575792;10.216896;Windsor;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H20T9/;Black Creek;Confined
H22I3;36.051577;-77.194707;8.3954112;2.3622;Lewiston;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H22I3/;Surficial;Unconfined
H22I4;36.051577;-77.194707;8.4289392;33.9852;Lewiston;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H22I4/;Lower Cretaceous;Confined
H22I5;36.051577;-77.194707;8.4502752;17.489424;Lewiston;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H22I5/;Lower Cape Fear;Confined
H22I6;36.051577;-77.194707;8.2704432;5.026152;Lewiston;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H22I6/;Upper Cape Fear;Confined
H4U2;36.013384;-75.675696;2.5216104;11.058144;Wright Memorial;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H4U2/;Yorktown;Confined
H4U3;36.013384;-75.675696;2.5795224;1.222248;Wright Memorial;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H4U3/;Surficial;Unconfined
H61U1;36.012442;-80.422293;223.9414368;9.241536;Clemmons;https://cida.usgs.gov/ngwmn/provider/NCDWR/site/H61U1/;Bedrock;Unconfined
